货号,款号,库存,产品线,款式分类,主石重,主石颜色,主石净度,主石切工,主石,主石粒数,主石规格,主石形状,副石1,副石1粒数,副石1重,指圈,主成色,主成色重,成本价
1107010506,KLDW011666,返厂中,其他饰品,耳钉,0,,,,,0,,,,0,0,,S925,0,10.6
1107010507,KLDW011666,返厂中,其他饰品,耳钉,0,,,,,0,,,,0,0,,S925,0,10.6
1107010508,KLDW011666,返厂中,其他饰品,耳钉,0,,,,,0,,,,0,0,,S925,0,10.6
1107010509,KLDW011666,返厂中,其他饰品,耳钉,0,,,,,0,,,,0,0,,S925,0,10.6
1107010510,KLDW011666,返厂中,其他饰品,耳钉,0,,,,,0,,,,0,0,,S925,0,10.6
1107010511,KLDW011666,返厂中,其他饰品,耳钉,0,,,,,0,,,,0,0,,S925,0,10.6
1107010512,KLDW011667,返厂中,其他饰品,耳钉,0,,,,,0,,,,0,0,,S925,0,7.3
1107010513,KLDW011667,返厂中,其他饰品,耳钉,0,,,,,0,,,,0,0,,S925,0,7.3
1107010514,KLDW011667,返厂中,其他饰品,耳钉,0,,,,,0,,,,0,0,,S925,0,7.3
1107010515,KLDW011667,返厂中,其他饰品,耳钉,0,,,,,0,,,,0,0,,S925,0,7.3
1107010516,KLDW011667,返厂中,其他饰品,耳钉,0,,,,,0,,,,0,0,,S925,0,7.3
1107010517,KLDW011667,返厂中,其他饰品,耳钉,0,,,,,0,,,,0,0,,S925,0,7.3
1107010518,KLDW011667,返厂中,其他饰品,耳钉,0,,,,,0,,,,0,0,,S925,0,7.3
1107010519,KLDW011667,返厂中,其他饰品,耳钉,0,,,,,0,,,,0,0,,S925,0,7.3
1107010520,KLDW011667,返厂中,其他饰品,耳钉,0,,,,,0,,,,0,0,,S925,0,7.3
1107010521,KLDW011667,返厂中,其他饰品,耳钉,0,,,,,0,,,,0,0,,S925,0,7.3
1112036674,KLDW012798,返厂中,其他饰品,耳钉,0,,,,水晶,0,,,,0,0,,S925,0,104
1205042654,KLDW017018,返厂中,素金饰品,耳钉,0,,,,,0,,,,0,0,,9K黄金,0,148.4
1205042655,KLDW017018,返厂中,素金饰品,耳钉,0,,,,,0,,,,0,0,,9K黄金,0,148.4
1205042656,KLDW017018,返厂中,素金饰品,耳钉,0,,,,,0,,,,0,0,,9K黄金,0,148.4
1205042657,KLDW017018,返厂中,素金饰品,耳钉,0,,,,,0,,,,0,0,,9K黄金,0,148.4
1205042658,KLDW017018,返厂中,素金饰品,耳钉,0,,,,,0,,,,0,0,,9K黄金,0,148.4
1205042659,KLDW017018,返厂中,素金饰品,耳钉,0,,,,,0,,,,0,0,,9K黄金,0,148.4
1205042660,KLDW017018,返厂中,素金饰品,耳钉,0,,,,,0,,,,0,0,,9K黄金,0,148.4
1205042661,KLDW017018,返厂中,素金饰品,耳钉,0,,,,,0,,,,0,0,,9K黄金,0,148.4
1205042662,KLDW017018,返厂中,素金饰品,耳钉,0,,,,,0,,,,0,0,,9K黄金,0,148.4
1205042663,KLDW017018,返厂中,素金饰品,耳钉,0,,,,,0,,,,0,0,,9K黄金,0,148.4
1205042664,KLDW017018,返厂中,素金饰品,耳钉,0,,,,,0,,,,0,0,,9K黄金,0,148.4
1205042665,KLDW017018,返厂中,素金饰品,耳钉,0,,,,,0,,,,0,0,,9K黄金,0,148.4
1205042666,KLDW017018,返厂中,素金饰品,耳钉,0,,,,,0,,,,0,0,,9K黄金,0,148.4
1205042667,KLDW017018,返厂中,素金饰品,耳钉,0,,,,,0,,,,0,0,,9K黄金,0,148.4
1205042668,KLDW017018,返厂中,素金饰品,耳钉,0,,,,,0,,,,0,0,,9K黄金,0,148.4
1205042669,KLDW017018,返厂中,素金饰品,耳钉,0,,,,,0,,,,0,0,,9K黄金,0,148.4
1205042670,KLDW017018,返厂中,素金饰品,耳钉,0,,,,,0,,,,0,0,,9K黄金,0,148.4
1205042671,KLDW017018,返厂中,素金饰品,耳钉,0,,,,,0,,,,0,0,,9K黄金,0,148.4
1205042672,KLDW017018,返厂中,素金饰品,耳钉,0,,,,,0,,,,0,0,,9K黄金,0,148.4
1205042673,KLDW017018,返厂中,素金饰品,耳钉,0,,,,,0,,,,0,0,,9K黄金,0,148.4
1205042674,KLDW017018,返厂中,素金饰品,耳钉,0,,,,,0,,,,0,0,,9K黄金,0,148.4
1205042675,KLDW017018,返厂中,素金饰品,耳钉,0,,,,,0,,,,0,0,,9K黄金,0,148.4
1205042676,KLDW017018,返厂中,素金饰品,耳钉,0,,,,,0,,,,0,0,,9K黄金,0,148.4
1205042677,KLDW017018,返厂中,素金饰品,耳钉,0,,,,,0,,,,0,0,,9K黄金,0,148.4
1205042726,KLDW017029,返厂中,素金饰品,耳钉,0,,,,,0,,,,0,0,,9K黄金,0,133.03
1205042727,KLDW017029,返厂中,素金饰品,耳钉,0,,,,,0,,,,0,0,,9K黄金,0,133.03
1205042728,KLDW017029,返厂中,素金饰品,耳钉,0,,,,,0,,,,0,0,,9K黄金,0,133.03
1205042729,KLDW017029,返厂中,素金饰品,耳钉,0,,,,,0,,,,0,0,,9K黄金,0,133.03
1205042730,KLDW017029,返厂中,素金饰品,耳钉,0,,,,,0,,,,0,0,,9K黄金,0,133.03
1205042731,KLDW017029,返厂中,素金饰品,耳钉,0,,,,,0,,,,0,0,,9K黄金,0,133.03
1205042732,KLDW017029,返厂中,素金饰品,耳钉,0,,,,,0,,,,0,0,,9K黄金,0,133.03
1205042733,KLDW017029,返厂中,素金饰品,耳钉,0,,,,,0,,,,0,0,,9K黄金,0,133.03
1205042734,KLDW017029,返厂中,素金饰品,耳钉,0,,,,,0,,,,0,0,,9K黄金,0,133.03
1205042735,KLDW017029,返厂中,素金饰品,耳钉,0,,,,,0,,,,0,0,,9K黄金,0,133.03
1205042736,KLDW017029,返厂中,素金饰品,耳钉,0,,,,,0,,,,0,0,,9K黄金,0,133.03
1205042737,KLDW017029,返厂中,素金饰品,耳钉,0,,,,,0,,,,0,0,,9K黄金,0,133.03
1205042738,KLDW017029,返厂中,素金饰品,耳钉,0,,,,,0,,,,0,0,,9K黄金,0,133.03
1205042739,KLDW017029,返厂中,素金饰品,耳钉,0,,,,,0,,,,0,0,,9K黄金,0,133.03
1205042740,KLDW017029,返厂中,素金饰品,耳钉,0,,,,,0,,,,0,0,,9K黄金,0,133.03
1205042741,KLDW017029,返厂中,素金饰品,耳钉,0,,,,,0,,,,0,0,,9K黄金,0,133.03
1205042742,KLDW017029,返厂中,素金饰品,耳钉,0,,,,,0,,,,0,0,,9K黄金,0,133.03
1205042743,KLDW017029,返厂中,素金饰品,耳钉,0,,,,,0,,,,0,0,,9K黄金,0,133.03
1205042744,KLDW017029,返厂中,素金饰品,耳钉,0,,,,,0,,,,0,0,,9K黄金,0,133.03
1205042745,KLDW017029,返厂中,素金饰品,耳钉,0,,,,,0,,,,0,0,,9K黄金,0,133.03
1205042746,KLDW017029,返厂中,素金饰品,耳钉,0,,,,,0,,,,0,0,,9K黄金,0,133.03
1205042748,KLDW017029,返厂中,素金饰品,耳钉,0,,,,,0,,,,0,0,,9K黄金,0,133.03
1205042749,KLDW017029,返厂中,素金饰品,耳钉,0,,,,,0,,,,0,0,,9K黄金,0,133.03
1205042678,KLDW017030,返厂中,素金饰品,耳钉,0,,,,,0,,,,0,0,,9K黄金,0,135.7
1205042679,KLDW017030,返厂中,素金饰品,耳钉,0,,,,,0,,,,0,0,,9K黄金,0,135.7
1205042680,KLDW017030,返厂中,素金饰品,耳钉,0,,,,,0,,,,0,0,,9K黄金,0,135.7
1205042681,KLDW017030,返厂中,素金饰品,耳钉,0,,,,,0,,,,0,0,,9K黄金,0,135.7
1205042682,KLDW017030,返厂中,素金饰品,耳钉,0,,,,,0,,,,0,0,,9K黄金,0,135.7
1205042683,KLDW017030,返厂中,素金饰品,耳钉,0,,,,,0,,,,0,0,,9K黄金,0,135.7
1205042684,KLDW017030,返厂中,素金饰品,耳钉,0,,,,,0,,,,0,0,,9K黄金,0,135.7
1205042685,KLDW017030,返厂中,素金饰品,耳钉,0,,,,,0,,,,0,0,,9K黄金,0,135.7
1205042686,KLDW017030,返厂中,素金饰品,耳钉,0,,,,,0,,,,0,0,,9K黄金,0,135.7
1205042687,KLDW017030,返厂中,素金饰品,耳钉,0,,,,,0,,,,0,0,,9K黄金,0,135.7
1205042688,KLDW017030,返厂中,素金饰品,耳钉,0,,,,,0,,,,0,0,,9K黄金,0,135.7
1205042689,KLDW017030,返厂中,素金饰品,耳钉,0,,,,,0,,,,0,0,,9K黄金,0,135.7
1205042690,KLDW017030,返厂中,素金饰品,耳钉,0,,,,,0,,,,0,0,,9K黄金,0,135.7
1205042691,KLDW017030,返厂中,素金饰品,耳钉,0,,,,,0,,,,0,0,,9K黄金,0,135.7
1205042692,KLDW017030,返厂中,素金饰品,耳钉,0,,,,,0,,,,0,0,,9K黄金,0,135.7
1205042693,KLDW017030,返厂中,素金饰品,耳钉,0,,,,,0,,,,0,0,,9K黄金,0,135.7
1205042694,KLDW017030,返厂中,素金饰品,耳钉,0,,,,,0,,,,0,0,,9K黄金,0,135.7
1205042695,KLDW017030,返厂中,素金饰品,耳钉,0,,,,,0,,,,0,0,,9K黄金,0,135.7
1205042696,KLDW017030,返厂中,素金饰品,耳钉,0,,,,,0,,,,0,0,,9K黄金,0,135.7
1205042697,KLDW017030,返厂中,素金饰品,耳钉,0,,,,,0,,,,0,0,,9K黄金,0,135.7
1205042698,KLDW017030,返厂中,素金饰品,耳钉,0,,,,,0,,,,0,0,,9K黄金,0,135.7
1205042699,KLDW017030,返厂中,素金饰品,耳钉,0,,,,,0,,,,0,0,,9K黄金,0,135.7
1205042700,KLDW017030,返厂中,素金饰品,耳钉,0,,,,,0,,,,0,0,,9K黄金,0,135.7
1205042701,KLDW017030,返厂中,素金饰品,耳钉,0,,,,,0,,,,0,0,,9K黄金,0,135.7
1311060398,KLDW024888,返厂中,其他饰品,耳饰,0,,,,,0,,,,0,0,,S925,0,74
1311060399,KLDW024888,返厂中,其他饰品,耳饰,0,,,,,0,,,,0,0,,S925,0,74
1311060400,KLDW024888,返厂中,其他饰品,耳饰,0,,,,,0,,,,0,0,,S925,0,74
1311060401,KLDW024888,返厂中,其他饰品,耳饰,0,,,,,0,,,,0,0,,S925,0,74
1311060402,KLDW024888,返厂中,其他饰品,耳饰,0,,,,,0,,,,0,0,,S925,0,74
1311060403,KLDW024888,返厂中,其他饰品,耳饰,0,,,,,0,,,,0,0,,S925,0,74
1311060404,KLDW024888,返厂中,其他饰品,耳饰,0,,,,,0,,,,0,0,,S925,0,74
1311060406,KLDW024888,返厂中,其他饰品,耳饰,0,,,,,0,,,,0,0,,S925,0,74
1311060407,KLDW024888,返厂中,其他饰品,耳饰,0,,,,,0,,,,0,0,,S925,0,74
1311060408,KLDW024888,返厂中,其他饰品,耳饰,0,,,,,0,,,,0,0,,S925,0,74
1311060409,KLDW024888,返厂中,其他饰品,耳饰,0,,,,,0,,,,0,0,,S925,0,74
1311054118,KLDW024889,返厂中,其他饰品,耳饰,0,,,,,0,,,,0,0,,S925,0,64
1311060388,KLDW024889,返厂中,其他饰品,耳饰,0,,,,,0,,,,0,0,,S925,0,64
1311060390,KLDW024889,返厂中,其他饰品,耳饰,0,,,,,0,,,,0,0,,S925,0,64
1311060391,KLDW024889,返厂中,其他饰品,耳饰,0,,,,,0,,,,0,0,,S925,0,64
1311060392,KLDW024889,返厂中,其他饰品,耳饰,0,,,,,0,,,,0,0,,S925,0,64
1311060393,KLDW024889,返厂中,其他饰品,耳饰,0,,,,,0,,,,0,0,,S925,0,64
1308009949,KLDW024890,返厂中,其他饰品,耳饰,0,,,,橄榄石,0,,,,0,0,,S925,0,71.97
1309002778,KLDW024890,返厂中,其他饰品,耳饰,0,,,,,0,,,,0,0,,S925,0,71.97
1309002779,KLDW024890,返厂中,其他饰品,耳饰,0,,,,,,,,,,0,,S925,0,71.97
1309002780,KLDW024890,返厂中,其他饰品,耳饰,0,,,,,,,,,,0,,S925,0,71.97
1309002781,KLDW024890,返厂中,其他饰品,耳饰,0,,,,,,,,,,0,,S925,0,71.97
1311041443,KLDW024890,返厂中,其他饰品,耳饰,0,,,,橄榄石,0,,,,0,0,,S925,0,69
1311041444,KLDW024890,返厂中,其他饰品,耳饰,0,,,,橄榄石,0,,,,0,0,,S925,0,69
1311041445,KLDW024890,返厂中,其他饰品,耳饰,0,,,,橄榄石,0,,,,0,0,,S925,0,69
1311041446,KLDW024890,返厂中,其他饰品,耳饰,0,,,,橄榄石,0,,,,0,0,,S925,0,69
1311041447,KLDW024890,返厂中,其他饰品,耳饰,0,,,,橄榄石,0,,,,0,0,,S925,0,69
1311041449,KLDW024890,返厂中,其他饰品,耳饰,0,,,,橄榄石,0,,,,0,0,,S925,0,69
1311041450,KLDW024890,返厂中,其他饰品,耳饰,0,,,,橄榄石,0,,,,0,0,,S925,0,69
1311041451,KLDW024890,返厂中,其他饰品,耳饰,0,,,,橄榄石,0,,,,0,0,,S925,0,69
1311041452,KLDW024890,返厂中,其他饰品,耳饰,0,,,,橄榄石,0,,,,0,0,,S925,0,69
1311041453,KLDW024890,返厂中,其他饰品,耳饰,0,,,,橄榄石,0,,,,0,0,,S925,0,69
1311041454,KLDW024890,返厂中,其他饰品,耳饰,0,,,,橄榄石,0,,,,0,0,,S925,0,69
1311041455,KLDW024890,返厂中,其他饰品,耳饰,0,,,,橄榄石,0,,,,0,0,,S925,0,69
1311041456,KLDW024890,返厂中,其他饰品,耳饰,0,,,,橄榄石,0,,,,0,0,,S925,0,69
1311041457,KLDW024890,返厂中,其他饰品,耳饰,0,,,,橄榄石,0,,,,0,0,,S925,0,69
1311041458,KLDW024890,返厂中,其他饰品,耳饰,0,,,,橄榄石,0,,,,0,0,,S925,0,69
1311041459,KLDW024890,返厂中,其他饰品,耳饰,0,,,,橄榄石,0,,,,0,0,,S925,0,69
1311041460,KLDW024890,返厂中,其他饰品,耳饰,0,,,,橄榄石,0,,,,0,0,,S925,0,69
1311041461,KLDW024890,返厂中,其他饰品,耳饰,0,,,,橄榄石,0,,,,0,0,,S925,0,69
1311041462,KLDW024890,返厂中,其他饰品,耳饰,0,,,,橄榄石,0,,,,0,0,,S925,0,69
1308009956,KLDW024893,返厂中,其他饰品,耳饰,0,,,,橄榄石,0,,,,0,0,,S925,0,68.34
1308009958,KLDW024893,返厂中,其他饰品,耳饰,0,,,,橄榄石,0,,,,0,0,,S925,0,68.34
1311041464,KLDW024893,返厂中,其他饰品,耳饰,0,,,,橄榄石,0,,,,0,0,,S925,0,65
1311041465,KLDW024893,返厂中,其他饰品,耳饰,0,,,,橄榄石,0,,,,0,0,,S925,0,65
1311041466,KLDW024893,返厂中,其他饰品,耳饰,0,,,,橄榄石,0,,,,0,0,,S925,0,65
1311041467,KLDW024893,返厂中,其他饰品,耳饰,0,,,,橄榄石,0,,,,0,0,,S925,0,65
1311041468,KLDW024893,返厂中,其他饰品,耳饰,0,,,,橄榄石,0,,,,0,0,,S925,0,65
1311041469,KLDW024893,返厂中,其他饰品,耳饰,0,,,,橄榄石,0,,,,0,0,,S925,0,65
1311041470,KLDW024893,返厂中,其他饰品,耳饰,0,,,,橄榄石,0,,,,0,0,,S925,0,65
1311041471,KLDW024893,返厂中,其他饰品,耳饰,0,,,,橄榄石,0,,,,0,0,,S925,0,65
1311041472,KLDW024893,返厂中,其他饰品,耳饰,0,,,,橄榄石,0,,,,0,0,,S925,0,65
1311041476,KLDW024893,返厂中,其他饰品,耳饰,0,,,,橄榄石,0,,,,0,0,,S925,0,65
1311041477,KLDW024893,返厂中,其他饰品,耳饰,0,,,,橄榄石,0,,,,0,0,,S925,0,65
1311041478,KLDW024893,返厂中,其他饰品,耳饰,0,,,,橄榄石,0,,,,0,0,,S925,0,65
1311041480,KLDW024893,返厂中,其他饰品,耳饰,0,,,,橄榄石,0,,,,0,0,,S925,0,65
1311041481,KLDW024893,返厂中,其他饰品,耳饰,0,,,,橄榄石,0,,,,0,0,,S925,0,65
1308009960,KLDW024894,返厂中,其他饰品,耳饰,0,,,,黄晶,0,,,,0,0,,S925,0,71.45
1308009961,KLDW024894,返厂中,其他饰品,耳饰,0,,,,黄晶,0,,,,0,0,,S925,0,71.45
1308009962,KLDW024894,返厂中,其他饰品,耳饰,0,,,,黄晶,0,,,,0,0,,S925,0,71.45
1308009963,KLDW024894,返厂中,其他饰品,耳饰,0,,,,黄晶,0,,,,0,0,,S925,0,71.45
1311041484,KLDW024894,返厂中,其他饰品,耳饰,0,,,,黄晶,0,,,,0,0,,S925,0,69
1311041485,KLDW024894,返厂中,其他饰品,耳饰,0,,,,黄晶,0,,,,0,0,,S925,0,69
1311041486,KLDW024894,返厂中,其他饰品,耳饰,0,,,,黄晶,0,,,,0,0,,S925,0,69
1311041487,KLDW024894,返厂中,其他饰品,耳饰,0,,,,黄晶,0,,,,0,0,,S925,0,69
1311041492,KLDW024894,返厂中,其他饰品,耳饰,0,,,,黄晶,0,,,,0,0,,S925,0,69
1311041493,KLDW024894,返厂中,其他饰品,耳饰,0,,,,黄晶,0,,,,0,0,,S925,0,69
1311041494,KLDW024894,返厂中,其他饰品,耳饰,0,,,,黄晶,0,,,,0,0,,S925,0,69
1311041495,KLDW024894,返厂中,其他饰品,耳饰,0,,,,黄晶,0,,,,0,0,,S925,0,69
1311054129,KLDW024894,返厂中,其他饰品,耳饰,0,,,,,0,,,,0,0,,S925,0,69
1311054130,KLDW024894,返厂中,其他饰品,耳饰,0,,,,,0,,,,0,0,,S925,0,69
1311054132,KLDW024894,返厂中,其他饰品,耳饰,0,,,,,0,,,,0,0,,S925,0,69
1409282914,KLDW024894,返厂中,彩宝饰品,耳饰,0,,,,石榴石,0,,,,0,0,,S925,0,38.15
1309002786,KLDW024895,返厂中,其他饰品,耳饰,0,,,,,0,,,,0,0,,S925,0,82.86
1309002787,KLDW024895,返厂中,其他饰品,耳饰,0,,,,,,,,,,0,,S925,0,82.86
1309002788,KLDW024895,返厂中,其他饰品,耳饰,0,,,,,,,,,,0,,S925,0,82.86
1311054135,KLDW024895,返厂中,其他饰品,耳饰,0,,,,,0,,,,0,0,,S925,0,74
1311054136,KLDW024895,返厂中,其他饰品,耳饰,0,,,,,0,,,,0,0,,S925,0,74
1311054137,KLDW024895,返厂中,其他饰品,耳饰,0,,,,,0,,,,0,0,,S925,0,74
1311054138,KLDW024895,返厂中,其他饰品,耳饰,0,,,,,0,,,,0,0,,S925,0,74
1311054139,KLDW024895,返厂中,其他饰品,耳饰,0,,,,,0,,,,0,0,,S925,0,74
1311054140,KLDW024895,返厂中,其他饰品,耳饰,0,,,,,0,,,,0,0,,S925,0,74
1311054141,KLDW024895,返厂中,其他饰品,耳饰,0,,,,,0,,,,0,0,,S925,0,74
1311054142,KLDW024895,返厂中,其他饰品,耳饰,0,,,,,0,,,,0,0,,S925,0,74
1311054143,KLDW024895,返厂中,其他饰品,耳饰,0,,,,,0,,,,0,0,,S925,0,74
1311054144,KLDW024895,返厂中,其他饰品,耳饰,0,,,,,0,,,,0,0,,S925,0,74
1311054145,KLDW024895,返厂中,其他饰品,耳饰,0,,,,,0,,,,0,0,,S925,0,74
1311054146,KLDW024895,返厂中,其他饰品,耳饰,0,,,,,0,,,,0,0,,S925,0,74
1311054148,KLDW024895,返厂中,其他饰品,耳饰,0,,,,,0,,,,0,0,,S925,0,74
1311054149,KLDW024895,返厂中,其他饰品,耳饰,0,,,,,0,,,,0,0,,S925,0,74
1311054150,KLDW024895,返厂中,其他饰品,耳饰,0,,,,,0,,,,0,0,,S925,0,74
1311054151,KLDW024895,返厂中,其他饰品,耳饰,0,,,,,0,,,,0,0,,S925,0,74
1311054152,KLDW024895,返厂中,其他饰品,耳饰,0,,,,,0,,,,0,0,,S925,0,74
1311054153,KLDW024895,返厂中,其他饰品,耳饰,0,,,,,0,,,,0,0,,S925,0,74
1311054154,KLDW024895,返厂中,其他饰品,耳饰,0,,,,,0,,,,0,0,,S925,0,74
1308009969,KLDW024896,返厂中,其他饰品,耳饰,0,,,,紫晶,0,,,,0,0,,S925,0,76.81
1308036408,KLDW025138,返厂中,素金饰品,耳饰,0,,,,,,,,,,0,,9K彩金,0.4,162.29
1308036409,KLDW025138,返厂中,素金饰品,耳饰,0,,,,,,,,,,0,,9K彩金,0.4,162.29
1308036410,KLDW025138,返厂中,素金饰品,耳饰,0,,,,,,,,,,0,,9K彩金,0.4,162.29
1308036411,KLDW025138,返厂中,素金饰品,耳饰,0,,,,,,,,,,0,,9K彩金,0.4,162.29
1308036412,KLDW025138,返厂中,素金饰品,耳饰,0,,,,,,,,,,0,,9K彩金,0.4,162.29
1308036413,KLDW025138,返厂中,素金饰品,耳饰,0,,,,,,,,,,0,,9K彩金,0.4,162.29
1308036414,KLDW025138,返厂中,素金饰品,耳饰,0,,,,,,,,,,0,,9K彩金,0.4,162.29
1308036415,KLDW025138,返厂中,素金饰品,耳饰,0,,,,,,,,,,0,,9K彩金,0.4,162.29
1308036417,KLDW025138,返厂中,素金饰品,耳饰,0,,,,,,,,,,0,,9K彩金,0.4,162.29
1308036418,KLDW025138,返厂中,素金饰品,耳饰,0,,,,,,,,,,0,,9K彩金,0.4,162.29
1308036419,KLDW025138,返厂中,素金饰品,耳饰,0,,,,,,,,,,0,,9K彩金,0.4,162.29
1308036421,KLDW025138,返厂中,素金饰品,耳饰,0,,,,,,,,,,0,,9K彩金,0.4,162.29
1308036422,KLDW025138,返厂中,素金饰品,耳饰,0,,,,,,,,,,0,,9K彩金,0.4,162.29
1308036423,KLDW025138,返厂中,素金饰品,耳饰,0,,,,,,,,,,0,,9K彩金,0.4,162.29
1308036424,KLDW025138,返厂中,素金饰品,耳饰,0,,,,,,,,,,0,,9K彩金,0.4,162.29
1308036425,KLDW025138,返厂中,素金饰品,耳饰,0,,,,,,,,,,0,,9K彩金,0.4,162.29
1308036426,KLDW025138,返厂中,素金饰品,耳饰,0,,,,,,,,,,0,,9K彩金,0.4,162.29
1308036428,KLDW025138,返厂中,素金饰品,耳饰,0,,,,,,,,,,0,,9K彩金,0.4,162.29
1308036429,KLDW025138,返厂中,素金饰品,耳饰,0,,,,,,,,,,0,,9K彩金,0.4,162.29
1308036430,KLDW025138,返厂中,素金饰品,耳饰,0,,,,,,,,,,0,,9K彩金,0.4,162.29
1308036431,KLDW025139,返厂中,素金饰品,耳饰,0,,,,,,,,,,0,,9K黄金,0.6,93.93
1308036434,KLDW025139,返厂中,素金饰品,耳饰,0,,,,,,,,,,0,,9K黄金,0.6,93.93
1308036435,KLDW025139,返厂中,素金饰品,耳饰,0,,,,,,,,,,0,,9K黄金,0.6,93.93
1308036436,KLDW025139,返厂中,素金饰品,耳饰,0,,,,,,,,,,0,,9K黄金,0.6,93.93
1308036437,KLDW025139,返厂中,素金饰品,耳饰,0,,,,,,,,,,0,,9K黄金,0.6,93.93
1308036438,KLDW025139,返厂中,素金饰品,耳饰,0,,,,,,,,,,0,,9K黄金,0.6,93.93
1308036439,KLDW025139,返厂中,素金饰品,耳饰,0,,,,,,,,,,0,,9K黄金,0.6,93.93
1308036440,KLDW025139,返厂中,素金饰品,耳饰,0,,,,,,,,,,0,,9K黄金,0.6,93.93
1308036441,KLDW025139,返厂中,素金饰品,耳饰,0,,,,,,,,,,0,,9K黄金,0.6,93.93
1308036442,KLDW025139,返厂中,素金饰品,耳饰,0,,,,,,,,,,0,,9K黄金,0.6,93.93
1308036443,KLDW025139,返厂中,素金饰品,耳饰,0,,,,,,,,,,0,,9K黄金,0.6,93.93
1308036444,KLDW025139,返厂中,素金饰品,耳饰,0,,,,,,,,,,0,,9K黄金,0.6,93.93
1308036445,KLDW025139,返厂中,素金饰品,耳饰,0,,,,,,,,,,0,,9K黄金,0.6,93.93
1308036446,KLDW025139,返厂中,素金饰品,耳饰,0,,,,,,,,,,0,,9K黄金,0.6,93.93
1308036447,KLDW025139,返厂中,素金饰品,耳饰,0,,,,,,,,,,0,,9K黄金,0.6,93.93
1308036448,KLDW025139,返厂中,素金饰品,耳饰,0,,,,,,,,,,0,,9K黄金,0.6,93.93
1308036449,KLDW025139,返厂中,素金饰品,耳饰,0,,,,,,,,,,0,,9K黄金,0.6,93.93
1308036450,KLDW025139,返厂中,素金饰品,耳饰,0,,,,,,,,,,0,,9K黄金,0.6,93.93
1308036451,KLDW025139,返厂中,素金饰品,耳饰,0,,,,,,,,,,0,,9K黄金,0.6,93.93
1308036452,KLDW025139,返厂中,素金饰品,耳饰,0,,,,,,,,,,0,,9K黄金,0.6,93.93
1308036453,KLDW025139,返厂中,素金饰品,耳饰,0,,,,,,,,,,0,,9K黄金,0.6,93.93
1308036454,KLDW025139,返厂中,素金饰品,耳饰,0,,,,,,,,,,0,,9K黄金,0.6,93.93
1311054104,KLDW025404,返厂中,其他饰品,耳饰,0,,,,,0,,,,0,0,,S925,0,64
1311054105,KLDW025404,返厂中,其他饰品,耳饰,0,,,,,0,,,,0,0,,S925,0,64
1311054106,KLDW025404,返厂中,其他饰品,耳饰,0,,,,,0,,,,0,0,,S925,0,64
1311054117,KLDW025404,返厂中,其他饰品,耳饰,0,,,,,0,,,,0,0,,S925,0,64
1.50312E+11,KLDW026645,返厂中,钻石饰品,耳饰,0.207,,,,钻石,2,.207,,,0,0,,18K白金,1.767,1133.7
1412386291,KLDW026647,返厂中,钻石饰品,耳饰,0.072,,,,钻石,1,,,钻石,1,0.072,,PT950,3.376,1457.14
1411381285,KLDW027054,返厂中,钻石饰品,耳饰,0.046,,,,钻石,2,,,钻石,16,0.08,,18K白金,0.87,711.72
1205054378,KLNW012288,返厂中,其他饰品,项链,0,,,,,0,,,钻石,3,0.03,,S925,0,69.01
1112053987,KLNW012290,返厂中,其他饰品,项链,0,,,,,0,,,,0,0,,S925,0,61.8
1203028893,KLNW012290,返厂中,其他饰品,项链,0,,,,,0,,,,0,0,,S925,0,56.65
1205054451,KLNW012290,返厂中,其他饰品,项链,0,,,,,0,,,钻石,6,0.08,,S925,0,81.37
1205054491,KLNW012290,返厂中,其他饰品,项链,0,,,,,0,,,钻石,6,0.08,,S925,0,81.37
1.50329E+11,KLNW025134,返厂中,钻石饰品,项链,0.335,H,SI2,,钻石,1,,,,,0,,18K黄金,1.82,384.66
1312091649,KLNX026350,返厂中,其他饰品,吊坠,0,,,,,,,,,,0,,千足银,8,58
1108024180,KLOXO12729,返厂中,配件及特殊包装,项链,0,,,,,0,,,,0,0,,S925,0,17
1107030549,KLPW000037,返厂中,钻石饰品,吊坠,0.03,,,,钻石,1,,,,0,0,,18K白金,0.54,175.99
1107030545,KLPW000105,返厂中,钻石饰品,吊坠,0.03,,,,钻石,1,,,,0,0,,18K白金,0.87,279.44
1310005543,KLPW000107,返厂中,钻石饰品,吊坠,0,,,,,0,,,,0,0,,18K白金,0.517,166.53
1204006617,KLPW000132,返厂中,钻石饰品,吊坠,0.5,,,,,0,,,,0,0,,18K白金,0.991,322.4
1204006621,KLPW000132,返厂中,钻石饰品,吊坠,0.5,,,,,0,,,,0,0,,18K白金,0.962,313.81
1204006622,KLPW000132,返厂中,钻石饰品,吊坠,0.5,,,,,0,,,,0,0,,18K白金,0.909,298.11
1204006623,KLPW000132,返厂中,钻石饰品,吊坠,0.5,,,,,0,,,,0,0,,18K白金,0.966,314.99
1204039190,KLPW000133,返厂中,钻石饰品,吊坠,0.7,,,,,0,,,,0,0,,18K白金,2.07,847.02
1206001464,KLPW000133,返厂中,钻石饰品,吊坠,1,,,,,,,,,0,0,,18K玫瑰金,0.998,307.21
1104011566,KLPW000385,返厂中,钻石饰品,吊坠,0.015,,,,钻石,3,,,,,0,,9K玫瑰金,1.91,378.4
